/Users/dken/inter-gitsource/xnat-file-importer/data/projects/STEPS_api_project3/api_subject/api_session/RAW/scan002/mr/METADATA/2.25.2.bad.aim.xml,xml validate failed
/Users/dken/inter-gitsource/xnat-file-importer/data/projects/STEPS_api_project3/api_subject/api_session/RAW/scan001/mr/METADATA/2.25.2.bad.aim.xml,xml validate failed
